191	1	455	216
97	68	456	216
441	8	457	216
0	0	1	216
224	1	109	216
58	71	78	216
181	1	115	216
224	9	51	216
4	0	1	216
23	10	1	216
78	72	58	216
23	0	1	216
458	1	459	216
355	0	460	216
451	9	450	216
461	30	15	216
58	29	81	216
21	9	211	216
441	7	317	216
452	1	453	216
47	1	1	216
441	8	317	216
110	9	1	216
55	5	61	216
499	1	51	264
21	29	225	264
500	36	215	264
184	10	9	264
22	36	9	264
56	14	226	264
182	12	115	264
501	1	21	264
22	34	9	264
462	46	109	264
502	76	14	264
425	9	124	264
400	18	93	264
120	36	357	264
226	78	56	264
503	9	5	264
427	0	1	264
175	79	176	264
51	37	5	264
504	23	21	264
505	1	56	264
85	18	127	264
56	1	207	264
506	9	507	264
250	3	14	264
181	11	115	264
162	23	209	264
21	21	39	264
504	10	21	264
22	18	9	264
508	48	442	264
509	30	58	264
510	10	511	264
7	4	14	264
512	46	513	264
56	34	145	264
408	10	9	264
507	9	506	264
99	2	32	264
39	23	21	264
63	30	1	264
276	1	514	264
297	36	467	264
420	10	459	264
482	9	483	264
297	36	323	264
515	18	516	264
517	7	518	264
250	15	14	264
51	14	56	264
226	14	56	264
510	10	56	264
515	8	24	264
56	13	226	264
209	21	162	264
133	0	1	264
56	78	226	264
10	1	471	264
317	10	56	264
179	21	519	264
109	46	462	264
51	6	52	264
323	7	235	264
58	1	132	264
225	29	21	264
483	9	482	264
183	24	97	264
124	9	425	264
349	36	24	264
145	23	56	264
520	56	521	264
5	21	522	264
522	23	5	264
523	5	298	264
21	21	504	264
524	11	10	264
56	21	510	264
140	10	150	264
19	5	525	264
389	1	32	264
376	10	23	264
10	74	165	264
526	10	527	264
519	23	179	264
286	1	23	264
179	21	528	264
164	9	47	264
356	0	56	264
529	12	9	264
528	23	179	264
510	23	56	264
10	80	172	264
530	30	5	264
22	6	9	264
56	14	51	264
51	18	531	264
532	36	215	264
47	9	164	264
78	72	58	264
97	5	456	264
533	1	1	264
370	1	160	264
14	10	7	264
534	10	56	264
226	13	56	264
22	7	9	264
535	10	145	264
5	9	503	264
536	9	111	264
111	9	536	264
6	10	7	264
537	15	538	264
224	1	109	264
520	18	539	264
56	21	145	264
58	71	78	264
540	47	224	264
541	1	542	264
9	8	22	264
646	0	216	360
647	9	648	360
479	7	649	360
650	9	316	360
209	21	6	360
35	21	128	360
317	18	14	360
6	23	209	360
56	7	111	360
479	10	649	360
651	24	652	360
653	14	23	360
479	0	649	360
316	1	420	360
654	8	655	360
32	21	144	360
83	1	22	360
144	23	32	360
642	7	323	360
460	1	656	360
657	1	21	360
51	8	56	360
54	18	55	360
479	9	649	360
618	30	621	360
24	91	437	360
649	9	479	360
33	12	34	360
658	69	202	360
58	29	659	360
316	32	660	360
56	8	51	360
633	15	44	360
524	1	640	360
660	32	316	360
132	29	189	360
558	18	118	360
628	92	32	360
32	21	51	360
249	1	553	360
189	29	132	360
1	1	51	360
661	1	21	360
618	0	621	360
326	1	21	360
662	0	663	360
664	1	665	360
83	34	9	360
648	9	647	360
5	31	123	360
316	9	650	360
204	2	9	360
666	2	118	360
51	23	32	360
225	0	5	360
586	1	667	360
639	90	5	360
61	18	55	360
382	18	562	360
5	31	21	360
128	23	35	360
127	3	85	360
85	12	127	360
144	25	5	360
668	2	669	360
14	5	7	360
51	21	4	408
694	7	695	408
270	1	357	408
607	1	120	408
0	101	44	408
696	1	217	408
17	9	403	408
56	7	51	408
40	7	150	408
111	23	473	408
51	42	6	408
697	66	102	408
439	8	284	408
698	1	433	408
37	9	699	408
56	1	51	408
179	21	316	408
700	11	101	408
316	23	179	408
403	16	442	408
120	18	357	408
22	40	9	408
6	13	51	408
701	3	702	408
631	1	5	408
51	13	6	408
363	9	429	408
703	8	5	408
588	9	111	408
129	39	166	408
699	9	37	408
420	1	316	408
27	23	56	408
165	1	109	408
51	6	5	408
704	10	7	408
429	9	363	408
10	7	471	408
322	23	5	408
270	1	120	408
56	20	505	408
4	23	51	408
439	11	705	408
51	42	5	408
588	1	671	408
97	73	394	408
144	23	32	408
56	21	27	408
44	1	0	408
144	34	51	408
246	1	94	408
411	24	24	408
216	10	17	408
40	16	150	408
96	18	97	408
5	21	322	408
111	9	588	408
695	7	694	408
21	29	179	408
217	21	332	408
403	8	442	408
111	9	27	408
473	11	350	408
27	9	111	408
474	11	706	408
31	40	158	408
83	1	707	408
61	36	55	408
56	1	5	408
5	41	405	408
507	1	708	408
420	78	459	408
319	101	7	408
97	8	96	408
27	1	473	408
507	1	654	408
81	10	58	408
289	23	56	408
366	0	688	408
709	36	24	408
27	1	56	408
473	21	111	408
7	36	14	408
13	21	710	408
588	10	56	408
710	23	13	408
588	23	56	408
711	29	712	408
517	8	518	408
507	1	713	408
56	21	588	408
56	11	21	408
247	1	22	408
32	21	144	408
56	14	473	408
249	1	553	408
332	23	217	408
250	3	14	408
714	7	297	408
179	29	21	408
687	38	42	408
317	18	14	408
715	8	616	408
27	88	56	408
561	30	51	408
56	45	315	408
403	9	17	408
319	3	14	408
551	1	182	408
423	13	462	408
101	1	716	408
225	67	5	408
512	1	465	408
160	18	717	408
718	1	719	408
621	0	56	408
14	0	391	408
440	7	720	408
35	11	57	408
44	15	45	408
56	21	289	408
99	1	32	408
712	29	711	408
559	85	57	408
718	1	721	408
47	7	21	408
817	109	93	504
144	23	32	504
818	1	819	504
164	14	56	504
820	2	122	504
618	23	51	504
473	0	56	504
61	1	60	504
427	1	821	504
58	21	81	504
264	9	822	504
822	9	264	504
82	0	81	504
51	21	618	504
132	29	189	504
502	1	7	504
19	3	91	504
132	29	81	504
823	1	5	504
824	29	825	504
94	14	51	504
22	26	9	504
629	1	779	504
826	23	56	504
827	10	5	504
449	7	568	504
91	90	19	504
189	29	132	504
828	0	771	504
829	1	1	504
250	3	14	504
201	5	1	504
56	21	826	504
474	11	14	504
804	7	56	504
825	29	824	504
85	12	127	504
823	8	5	504
804	1	56	504
41	1	830	504
250	3	474	504
7	21	831	504
201	1	0	504
56	8	51	504
22	36	9	504
832	1	51	504
201	14	1	504
51	8	56	504
224	10	833	504
730	7	9	504
32	21	144	504
831	23	7	504
224	10	834	504
83	1	22	504
835	10	836	504
81	29	132	504
81	23	58	504
61	36	54	552
14	7	7	552
56	0	5	552
181	34	115	552
321	14	131	552
317	9	462	552
5	21	289	552
6	5	51	552
202	36	63	552
847	1	771	552
56	10	111	552
746	1	51	552
110	9	1	552
63	21	7	552
7	23	63	552
691	1	94	552
317	36	111	552
32	1	440	552
462	9	317	552
224	10	383	552
56	9	51	552
755	7	9	552
7	46	317	552
56	30	5	552
122	1	848	552
150	48	40	552
250	15	14	552
1	9	110	552
22	18	849	552
315	1	56	552
65	110	21	552
124	1	5	552
457	18	850	552
851	1	256	552
674	44	675	552
852	0	331	552
66	23	56	552
309	9	7	552
241	12	19	552
317	18	14	552
120	18	737	552
4	9	153	552
853	3	854	552
855	8	854	552
677	37	120	552
777	34	7	552
61	12	55	552
51	21	618	552
856	23	58	552
709	1	857	552
114	8	14	552
858	26	859	552
56	21	66	552
114	1	319	552
199	1	1	552
265	10	655	552
474	12	14	552
58	14	646	552
40	68	150	552
562	111	61	552
860	0	487	552
678	7	679	552
133	1	21	552
27	10	861	552
51	9	56	552
369	9	39	552
7	23	317	552
854	12	853	552
854	12	855	552
777	1	7	552
862	1	459	552
487	1	863	552
258	1	51	552
618	23	51	552
788	36	14	552
4	23	56	552
258	9	832	552
5	1	21	552
335	8	9	552
153	9	4	552
864	7	1	552
56	21	317	552
6	1	56	552
317	23	56	552
94	108	865	552
52	0	487	552
866	33	867	552
240	1	438	552
56	21	4	552
39	9	369	552
58	21	856	552
56	8	51	552
868	29	264	552
710	1	13	552
133	1	1	552
7	36	111	552
264	29	868	552
6	7	56	552
258	0	51	552
832	9	258	552
396	69	869	552
9	34	8	552
7	9	309	552
317	46	7	552
317	21	7	552
693	34	120	552
276	28	870	552
871	1	872	552
289	23	5	552
224	10	833	552
63	14	7	624
22	79	9	624
744	12	745	624
923	29	924	624
224	1	925	624
161	1	167	624
926	1	1	624
63	18	100	624
54	18	55	624
4	8	132	624
927	9	715	624
928	1	13	624
502	1	7	624
6	78	457	624
58	21	856	624
929	1	8	624
930	34	179	624
58	9	21	624
315	1	56	624
22	7	9	624
931	2	32	624
14	7	196	624
621	7	658	624
932	107	933	624
56	9	262	624
5	16	21	624
363	9	934	624
256	11	40	624
21	2	32	624
715	9	927	624
673	1	935	624
936	0	119	624
179	14	7	624
40	7	150	624
94	0	129	624
6	18	605	624
22	18	9	624
937	14	61	624
51	1	6	624
51	1	56	624
38	1	179	624
6	8	56	624
154	1	7	624
21	45	818	624
19	5	5	624
63	2	32	624
58	9	63	624
440	18	98	624
91	24	19	624
1	9	23	624
63	13	225	624
5	0	645	624
938	1	100	624
939	7	19	624
40	7	697	624
179	1	21	624
932	32	933	624
7	2	14	624
51	21	940	624
23	9	1	624
226	46	179	624
6	7	56	624
941	1	723	624
556	1	56	624
51	108	56	624
46	1	47	624
124	10	56	624
38	32	160	624
9	3	22	624
4	114	58	624
332	0	942	624
225	13	63	624
270	36	120	624
252	14	21	624
413	1	943	624
262	9	56	624
160	32	38	624
38	1	944	624
745	3	744	624
856	23	58	624
725	23	459	624
5	9	21	624
459	21	725	624
21	9	58	624
3	10	6	624
21	9	63	624
51	42	56	624
945	7	537	624
934	9	363	624
179	46	226	624
601	1	13	624
933	107	932	624
815	2	694	624
946	12	947	624
924	29	923	624
502	36	14	624
6	10	3	624
47	10	225	624
948	9	949	624
950	34	951	624
952	1	953	624
23	36	39	624
21	1	52	624
63	9	58	624
937	44	954	624
124	1	5	624
256	7	40	624
955	14	57	624
956	18	957	624
947	3	946	624
150	76	40	624
224	46	925	624
56	21	124	624
208	12	101	624
194	34	24	624
61	18	55	624
958	1	2	624
940	23	51	624
474	11	706	624
474	7	14	624
14	7	7	624
51	10	185	624
859	5	269	624
24	34	117	624
132	112	58	624
4	8	58	624
933	32	932	624
959	2	82	624
744	36	745	624
949	9	948	624
56	9	13	624
917	1	413	624
960	0	58	624
369	8	40	624
730	8	9	624
82	115	58	624
21	9	5	624
63	9	21	624
94	0	163	624
13	9	56	624
961	11	741	624
124	23	56	624
1017	1	120	720
7	11	14	720
63	30	5	720
56	21	224	720
593	9	124	720
7	46	63	720
607	10	1018	720
21	0	5	720
153	1	21	720
4	1	5	720
47	10	361	720
51	18	531	720
21	1	65	720
179	13	21	720
986	0	23	720
179	7	21	720
355	0	5	720
83	1	184	720
40	22	150	720
898	0	5	720
1019	121	150	720
37	17	13	720
246	1	94	720
179	32	21	720
855	12	854	720
120	29	51	720
160	13	217	720
37	1	981	720
217	13	160	720
423	1	150	720
247	11	9	720
465	0	217	720
362	3	87	720
47	10	225	720
44	15	45	720
483	9	1020	720
179	21	879	720
6	0	51	720
542	32	1021	720
423	1	140	720
482	9	483	720
182	10	63	720
362	3	214	720
357	1	270	720
44	12	45	720
58	71	78	720
879	23	179	720
132	29	1022	720
21	13	179	720
419	44	136	720
14	7	7	720
1023	1	5	720
83	1	22	720
23	0	160	720
13	17	37	720
474	8	14	720
40	73	39	720
40	11	39	720
27	10	23	720
1024	36	537	720
1025	1	179	720
22	11	9	720
160	37	5	720
110	0	5	720
51	0	56	720
14	11	474	720
21	10	56	720
673	10	1026	720
896	9	3	720
941	9	57	720
1027	13	884	720
474	7	14	720
7	14	63	720
21	32	179	720
993	12	82	720
1020	9	483	720
313	14	56	720
78	8	132	720
250	3	14	720
1028	48	1029	720
51	30	56	720
51	29	120	720
101	1	855	720
929	1	22	720
78	9	369	720
413	82	890	720
132	32	1019	720
240	0	5	720
22	5	8	720
474	11	706	720
645	1	5	720
466	1	160	720
127	8	85	720
227	0	963	720
179	14	5	720
21	18	468	720
1000	1	985	720
519	7	5	720
40	7	150	720
56	36	51	720
51	72	58	720
9	20	247	720
78	72	58	720
706	5	7	720
51	9	179	720
47	10	164	720
23	0	5	720
972	1	5	720
499	10	506	720
224	10	21	720
224	23	56	720
51	14	6	720
7	18	14	720
1019	32	132	720
335	34	755	720
413	7	1030	720
818	1	5	720
179	9	51	720
655	30	56	720
58	71	51	720
3	9	896	720
1031	5	690	720
63	46	7	720
1032	1	1033	720
634	1	1034	720
369	9	78	720
57	9	941	720
1034	1	5	720
179	42	1025	720
56	14	313	720
235	1	298	720
227	34	963	720
158	1	31	720
1022	29	132	720
54	7	147	720
51	14	5	720
87	12	362	720
1	1	199	720
593	10	124	720
51	10	910	720
1021	32	542	720
22	26	9	720
124	9	628	720
124	9	593	720
483	9	482	720
22	56	8	720
56	30	5	720
1011	1	5	720
628	9	124	720
56	10	136	720
1035	10	676	720
469	18	1036	720
1128	23	69	816
409	0	21	816
1129	11	15	816
1130	1	54	816
466	1	160	816
634	1	56	816
4	9	47	816
241	8	1131	816
1058	9	585	816
7	18	319	816
1132	0	1133	816
7	18	14	816
51	29	6	816
1127	34	487	816
23	9	4	816
14	7	474	816
124	1	5	816
47	1	5	816
1099	7	51	816
1134	7	745	816
1135	1	200	816
35	10	1075	816
56	10	58	816
111	9	584	816
1069	1	1136	816
179	7	21	816
10	9	224	816
235	63	298	816
786	18	625	816
114	4	14	816
233	2	58	816
849	14	1115	816
9	20	8	816
5	31	1137	816
35	0	36	816
56	21	584	816
5	31	233	816
123	21	1138	816
1138	23	123	816
202	1	126	816
136	1	51	816
124	23	56	816
1139	10	56	816
23	1	5	816
1075	10	57	816
23	1	123	816
56	9	51	816
7	81	51	816
14	5	7	816
1139	0	56	816
51	2	7	816
585	9	1058	816
224	9	10	816
128	7	189	816
1101	32	1102	816
6	29	51	816
22	18	267	816
1140	1	5	816
129	23	56	816
10	0	925	816
170	0	56	816
645	1	5	816
841	128	131	816
297	18	323	816
60	1	61	816
1141	8	1134	816
39	1	58	816
140	8	150	816
93	8	1142	816
755	1	756	816
1135	61	200	816
7	10	1008	816
56	21	124	816
1143	61	200	816
1144	8	179	816
56	21	634	816
4	1	147	816
755	1	22	816
1145	1	13	816
1146	10	373	816
66	1	56	816
51	9	56	816
997	12	58	816
179	32	21	816
21	32	179	816
1147	11	22	816
298	23	723	816
47	9	4	816
1102	32	1101	816
14	101	7	816
69	21	1128	816
35	10	57	816
723	21	298	816
56	21	129	816
202	18	203	816
832	1	1148	816
97	7	684	816
7	8	474	816
499	10	36	816
247	11	9	816
788	2	217	816
499	10	79	816
188	7	40	816
1149	1	440	816
1115	1	849	816
882	1	585	816
1075	10	35	816
634	23	56	816
57	10	1075	816
1150	101	1151	816
153	9	23	816
584	9	111	816
1151	11	243	816
4	9	23	816
22	18	9	816
1152	1	160	816
51	16	6	816
584	23	56	816
112	48	56	816
57	10	35	816
23	9	153	816
904	7	713	816
163	1	166	816
7	10	233	816
1102	1	1101	816
58	29	189	816
483	1	396	888
35	21	1174	888
51	9	56	888
131	1	170	888
1175	10	123	888
1176	1	357	888
1177	1	1178	888
975	1	1179	888
78	23	58	888
7	105	309	888
316	53	831	888
179	21	322	888
39	1	78	888
1180	130	7	888
1128	30	7	888
1169	9	371	888
36	9	1075	888
181	1	115	888
755	30	24	888
58	9	128	888
457	32	56	888
131	0	841	888
247	21	413	888
66	1	6	888
871	8	1181	888
335	23	179	888
22	18	9	888
78	1	58	888
58	10	78	888
449	25	5	888
115	12	1182	888
316	9	1183	888
128	9	58	888
36	1	5	888
596	1	38	888
1184	7	97	888
1185	37	457	888
1186	7	118	888
23	9	1187	888
179	21	1163	888
831	53	316	888
507	1	1188	888
19	10	5	888
1189	1	1162	888
1190	1	1182	888
114	17	100	888
100	1	1191	888
371	1	147	888
6	10	51	888
1192	12	54	888
225	46	361	888
22	7	9	888
100	17	1193	888
322	23	179	888
1174	23	35	888
1194	1	1195	888
39	7	1162	888
63	0	21	888
497	8	763	888
78	131	1162	888
1075	9	36	888
1	34	153	888
1163	23	179	888
179	32	21	888
1182	12	115	888
44	18	1196	888
58	21	78	888
1193	17	100	888
56	21	322	888
1197	10	1198	888
100	17	114	888
91	3	19	888
170	16	131	888
140	1	39	888
179	52	1162	888
356	10	224	888
21	32	179	888
111	85	56	888
14	61	7	888
56	9	634	888
143	18	45	888
1199	3	97	888
1200	13	78	888
1060	10	21	888
40	8	150	888
21	13	233	888
349	11	24	888
22	36	9	888
1187	9	23	888
252	1	21	888
78	8	1162	888
179	21	335	888
1183	9	316	888
1201	5	886	888
322	1	21	888
140	27	39	888
40	7	150	888
634	9	56	888
314	1	369	888
247	1	22	888
9	26	247	888
1202	5	332	888
247	11	849	888
371	9	1169	888
250	15	14	888
1198	10	1197	888
56	9	51	888
1203	12	118	888
413	23	247	888
317	14	56	888
130	10	120	888
440	18	641	888
322	23	56	888
9	61	5	888
76	10	1204	888
179	8	5	888
56	32	457	888
192	1	1205	888
1031	7	689	888
361	46	225	888
51	32	6	960
36	32	35	960
22	36	9	960
1251	12	40	960
1252	7	39	960
1253	9	124	960
483	1	43	960
1254	3	115	960
1255	11	24	960
1256	1	564	960
7	30	51	960
1257	1	671	960
23	133	24	960
1253	23	425	960
319	3	14	960
1258	0	1259	960
62	1	183	960
6	32	56	960
124	5	1253	960
51	21	1	960
51	9	593	960
319	101	7	960
0	3	1260	960
115	12	1182	960
322	23	56	960
35	11	57	960
560	1	1169	960
183	10	97	960
56	9	51	960
1261	29	75	960
1228	119	1013	960
61	15	562	960
1262	6	93	960
47	7	21	960
35	23	36	960
247	34	9	960
894	10	7	960
617	1	1031	960
61	18	55	960
51	32	56	960
51	9	6	960
51	21	62	960
1263	10	628	960
115	12	1254	960
470	0	1264	960
1265	48	179	960
181	1	115	960
1169	32	560	960
21	8	5	960
124	9	1253	960
83	1	22	960
1216	68	378	960
75	29	1261	960
56	8	51	960
152	3	19	960
51	7	7	960
456	7	96	960
115	1	181	960
56	21	322	960
6	32	51	960
634	9	124	960
56	32	6	960
10	7	179	960
22	18	9	960
124	9	634	960
1182	12	115	960
890	36	322	960
6	9	56	960
863	14	21	960
930	34	179	960
560	32	1169	960
40	3	1251	960
56	32	51	960
7	18	14	960
818	1	361	960
51	9	56	960
39	7	78	960
120	21	688	960
956	36	1266	960
425	9	1253	960
36	21	35	960
61	64	1267	960
1253	9	425	960
58	36	82	960
179	21	322	960
35	32	36	960
322	23	179	960
6	9	51	960
449	25	5	960
315	1	56	960
1268	15	44	960
1269	1	1270	960
579	1	53	960
1	23	51	960
124	22	1253	960
62	23	51	960
224	46	527	960
1096	1	10	960
350	18	24	960
0	15	1260	960
1271	1	158	960
40	7	39	960
76	7	1216	960
593	9	51	960
235	5	1272	960
224	10	21	960
247	30	9	960
1252	7	213	960
322	1	160	960
1273	1	1274	960
925	0	10	960
1275	7	150	960
19	34	257	960
14	10	7	960
403	8	482	960
1276	18	1277	960
372	9	372	960
1278	2	675	960
688	23	120	960
322	10	56	960
56	9	6	960
51	37	5	960
1279	1	347	960
51	30	7	960
96	76	456	960
9	8	755	960
51	10	9	960
425	21	1253	960
179	10	51	960
1280	7	193	960
0	3	1260	1056
51	7	5	1056
1322	11	485	1056
132	18	1244	1056
85	12	84	1056
459	117	38	1056
818	41	485	1056
54	18	55	1056
1323	3	1324	1056
127	90	85	1056
120	14	51	1056
233	108	1137	1056
17	21	900	1056
209	18	237	1056
502	1	319	1056
1055	9	332	1056
39	23	1162	1056
84	90	85	1056
21	10	931	1056
869	32	1325	1056
23	7	24	1056
84	20	85	1056
61	18	55	1056
10	1	109	1056
355	20	21	1056
4	10	10	1056
756	32	1326	1056
4	10	224	1056
1327	1	1328	1056
1329	109	1330	1056
1162	21	39	1056
929	1	413	1056
1331	1	485	1056
901	3	497	1056
332	9	1055	1056
929	1	22	1056
900	23	17	1056
1262	11	93	1056
1326	32	756	1056
605	18	887	1056
247	26	9	1056
1332	11	290	1056
925	48	24	1056
551	1	182	1056
673	10	1333	1056
224	55	485	1056
1334	12	485	1056
202	18	203	1056
179	23	36	1056
51	9	56	1056
1335	9	37	1056
1182	10	63	1056
132	140	82	1056
1336	37	123	1056
36	21	179	1056
51	9	6	1056
10	114	485	1056
601	7	179	1056
56	9	51	1056
474	7	14	1056
39	28	1162	1056
1337	8	14	1056
345	7	237	1056
474	11	14	1056
120	10	56	1056
1055	10	332	1056
449	1	179	1056
1325	32	869	1056
612	1	485	1056
1338	1	47	1056
51	32	6	1056
100	9	909	1056
265	1	1231	1056
39	10	1162	1056
6	9	51	1056
1339	1	601	1056
638	42	439	1056
58	18	1244	1056
225	114	485	1056
10	55	485	1056
65	1	21	1056
10	9	4	1056
818	1	361	1056
1	114	485	1056
51	10	5	1056
118	7	406	1056
37	9	1335	1056
673	10	1340	1056
22	121	9	1056
295	1	132	1056
14	11	474	1056
1341	1	485	1056
14	85	7	1056
4	1	110	1056
909	9	100	1056
1342	1	290	1056
1324	12	1323	1056
9	3	1000	1056
10	1	485	1056
673	10	800	1056
345	18	237	1056
17	0	900	1056
526	7	576	1056
4	9	10	1056
22	18	9	1056
1343	29	1344	1056
1345	63	19	1056
1344	29	1343	1056
166	1	6	1056
6	32	51	1056
47	10	233	1056
93	3	485	1056
756	46	1326	1128
124	9	1094	1128
33	18	290	1128
1175	32	1	1128
115	12	1388	1128
1389	3	44	1128
9	7	204	1128
4	10	483	1128
854	12	855	1128
397	7	554	1128
6	8	94	1128
33	11	548	1128
1390	18	1391	1128
1392	10	1056	1128
855	12	854	1128
1393	8	13	1128
160	21	673	1128
1394	9	1395	1128
247	7	204	1128
22	8	9	1128
1386	58	21	1128
9	11	22	1128
483	9	4	1128
1259	82	270	1128
9	0	7	1128
21	13	5	1128
22	36	267	1128
543	9	78	1128
1059	7	469	1128
673	10	1333	1128
596	23	13	1128
289	6	160	1128
19	7	281	1128
124	1	485	1128
79	1	36	1128
23	10	24	1128
1373	24	24	1128
290	12	115	1128
1	9	1175	1128
23	1	286	1128
6	23	56	1128
547	10	36	1128
247	7	9	1128
78	9	543	1128
247	7	985	1128
426	23	56	1128
889	10	39	1128
1333	9	673	1128
24	20	709	1128
4	9	483	1128
63	18	203	1128
54	29	459	1128
297	18	323	1128
51	16	56	1128
350	22	516	1128
1396	1	1230	1128
281	9	90	1128
181	1	1090	1128
128	10	56	1128
6	5	94	1128
13	21	596	1128
202	18	203	1128
1326	46	756	1128
179	32	21	1128
1397	34	1398	1128
1225	9	10	1128
372	1	470	1128
1060	10	21	1128
297	0	235	1128
854	49	855	1128
56	1	1399	1128
10	9	1225	1128
290	95	1182	1128
599	1	1302	1128
1400	9	1401	1128
426	9	1	1128
110	0	1056	1128
1402	1	525	1128
33	1	290	1128
315	1	56	1128
1401	9	1400	1128
35	14	56	1128
1403	23	36	1128
1404	5	531	1128
585	1	109	1128
355	7	21	1128
4	10	1405	1128
124	55	485	1128
1056	10	1392	1128
44	12	1389	1128
201	1	1	1128
784	9	115	1128
535	1	130	1128
5	13	21	1128
1395	9	1394	1128
5	23	1383	1128
1338	1	1406	1128
673	9	1333	1128
120	14	607	1128
138	1	485	1128
115	12	290	1128
22	18	9	1128
138	1	21	1128
1	32	1175	1128
901	15	497	1128
10	1	361	1128
1	9	426	1128
1407	1	426	1128
59	1	941	1128
9	7	22	1128
485	0	179	1128
984	10	661	1128
36	21	1403	1128
1175	9	1	1128
111	1	56	1128
39	34	1162	1128
120	18	19	1128
793	7	19	1128
1408	13	413	1128
985	7	204	1128
124	1	1409	1128
1410	80	118	1128
115	9	784	1128
6	7	56	1128
56	21	6	1128
22	18	267	1128
52	19	7	1128
21	12	5	1128
128	10	111	1128
673	23	160	1128
1383	21	5	1128
1094	9	124	1128
