total length of train: 1292
number of train quadruples: 149001
26856	1119
26952	1123
27024	1126
27072	1128
27120	1130
27144	1131
27168	1132
27192	1133
27288	1137
27336	1139
27408	1142
27432	1143
27504	1146
27552	1148
27624	1151
27672	1153
27696	1154
27768	1157
27840	1160
27888	1162
27960	1165
27984	1166
28032	1168
28128	1172
28176	1174
28248	1177
28272	1178
28296	1179
28368	1182
28392	1183
28416	1184
28488	1187
28536	1189
28608	1192
28680	1195
28776	1199
28800	1200
28896	1204
28992	1208
29064	1211
29088	1212
29184	1216
29280	1220
29328	1222
29352	1223
29448	1227
29496	1229
29592	1233
29616	1234
29640	1235
29712	1238
29784	1241
29832	1243
29880	1245
29976	1249
30048	1252
30144	1256
30192	1258
30288	1262
30336	1264
30432	1268
30480	1270
30576	1274
30672	1278
30696	1279
30744	1281
30840	1285
30888	1287
30960	1290
31008	1292
31032	1293
31056	1294
31080	1295
31176	1299
31224	1301
31296	1304
31368	1307
31416	1309
31512	1313
31560	1315
31584	1316
31632	1318
31680	1320
31776	1324
31872	1328
31968	1332
32064	1336
32136	1339
32160	1340
32184	1341
32208	1342
32280	1345
32304	1346
32352	1348
32400	1350
32448	1352
32472	1353
32496	1354
32568	1357
32616	1359
32712	1363
32784	1366
32856	1369
32928	1372
32952	1373
32976	1374
33000	1375
33072	1378
33120	1380
33168	1382
33264	1386
33288	1387
33384	1391
33408	1392
33504	1396
33600	1400
33624	1401
33720	1405
33744	1406
33816	1409
33840	1410
33864	1411
33912	1413
33984	1416
34056	1419
34080	1420
34152	1423
34176	1424
34248	1427
34320	1430
34416	1434
34440	1435
34512	1438
34560	1440
34656	1444
34752	1448
34824	1451
34872	1453
34896	1454
34944	1456
35040	1460
35064	1461
35160	1465
35256	1469
35304	1471
35352	1473
35448	1477
35544	1481
35640	1485
35712	1488
35736	1489
35784	1491
35856	1494
35928	1497
36000	1500
36048	1502
36096	1504
36192	1508
36288	1512
36360	1515
36456	1519
36480	1520
36504	1521
36600	1525
36648	1527
36672	1528
36696	1529
36744	1531
36792	1533
36840	1535
36936	1539
36984	1541
37056	1544
37128	1547
37200	1550
37248	1552
37296	1554
37344	1556
37392	1558
37416	1559
37512	1563
37608	1567
37704	1571
37800	1575
37824	1576
37920	1580
37968	1582
38040	1585
38112	1588
38208	1592
38256	1594
38328	1597
38376	1599
38448	1602
38472	1603
38544	1606
38568	1607
38616	1609
38664	1611
38736	1614
38784	1616
38880	1620
38952	1623
39048	1627
39072	1628
39096	1629
39192	1633
39240	1635
39288	1637
39384	1641
39432	1643
39528	1647
39600	1650
39624	1651
39720	1655
39792	1658
39840	1660
39912	1663
39984	1666
40008	1667
40080	1670
40176	1674
40224	1676
40272	1678
40296	1679
40392	1683
40416	1684
40464	1686
40560	1690
40632	1693
40704	1696
40728	1697
40752	1698
40776	1699
40848	1702
40944	1706
40968	1707
41040	1710
41112	1713
41160	1715
41256	1719
41304	1721
41400	1725
41472	1728
41568	1732
41616	1734
41640	1735
41688	1737
41760	1740
41856	1744
41952	1748
42000	1750
42072	1753
42120	1755
42216	1759
42264	1761
42336	1764
42432	1768
42456	1769
42504	1771
42600	1775
42648	1777
42696	1779
42744	1781
42792	1783
42864	1786
42912	1788
42984	1791
43056	1794
43080	1795
43104	1796
43128	1797
43224	1801
43272	1803
43320	1805
43344	1806
43440	1810
43536	1814
43584	1816
43656	1819
43680	1820
43752	1823
43800	1825
43824	1826
43920	1830
43968	1832
43992	1833
44064	1836
44088	1837
44160	1840
44232	1843
44304	1846
44376	1849
44448	1852
44472	1853
44520	1855
44592	1858
44616	1859
44664	1861
44712	1863
44760	1865
44808	1867
44880	1870
44976	1874
45048	1877
45120	1880
45192	1883
45216	1884
45312	1888
45360	1890
45408	1892
45456	1894
45528	1897
45576	1899
45624	1901
45696	1904
45720	1905
45792	1908
45864	1911
45888	1912
45912	1913
45960	1915
46032	1918
46128	1922
46200	1925
46248	1927
46296	1929
46392	1933
46416	1934
46440	1935
46512	1938
46560	1940
46656	1944
46680	1945
46752	1948
46776	1949
46848	1952
46944	1956
46992	1958
47064	1961
47136	1964
47208	1967
47280	1970
47304	1971
47352	1973
47448	1977
47496	1979
47592	1983
47640	1985
47688	1987
47760	1990
47808	1992
47832	1993
47904	1996
47952	1998
47976	1999
48024	2001
48120	2005
48192	2008
48240	2010
48312	2013
48360	2015
48408	2017
48432	2018
48480	2020
48552	2023
48600	2025
48648	2027
48720	2030
48792	2033
48840	2035
48936	2039
49008	2042
49104	2046
49176	2049
49248	2052
49320	2055
49368	2057
49440	2060
49488	2062
49536	2064
49608	2067
49704	2071
49776	2074
49872	2078
49944	2081
50016	2084
50040	2085
50112	2088
50160	2090
50256	2094
50304	2096
50400	2100
50496	2104
50544	2106
50592	2108
50688	2112
50760	2115
50856	2119
50904	2121
50976	2124
51048	2127
51120	2130
51192	2133
51240	2135
51288	2137
51360	2140
51384	2141
51408	2142
51456	2144
51552	2148
51600	2150
51624	2151
51672	2153
51696	2154
51768	2157
51864	2161
51960	2165
51984	2166
52056	2169
52080	2170
52152	2173
52248	2177
52320	2180
52392	2183
52464	2186
52560	2190
52656	2194
52704	2196
52776	2199
52848	2202
52920	2205
52992	2208
53088	2212
53112	2213
53160	2215
53208	2217
53280	2220
53328	2222
53424	2226
53472	2228
53496	2229
53544	2231
53592	2233
53664	2236
53736	2239
53784	2241
53880	2245
53976	2249
54024	2251
54048	2252
54096	2254
54120	2255
54192	2258
54264	2261
54336	2264
54408	2267
54504	2271
54552	2273
54624	2276
54720	2280
54792	2283
54888	2287
54936	2289
55008	2292
55104	2296
55128	2297
55176	2299
55272	2303
55320	2305
55368	2307
55416	2309
55512	2313
55536	2314
55560	2315
55608	2317
55704	2321
55752	2323
55800	2325
55848	2327
55944	2331
56040	2335
56088	2337
56112	2338
56208	2342
56232	2343
56328	2347
56424	2351
56496	2354
56568	2357
56616	2359
56688	2362
56784	2366
56880	2370
56904	2371
57000	2375
57024	2376
57096	2379
57144	2381
57216	2384
57264	2386
57360	2390
57456	2394
57480	2395
57576	2399
57648	2402
57672	2403
57720	2405
57816	2409
57888	2412
57984	2416
58008	2417
58056	2419
58152	2423
58176	2424
58224	2426
58272	2428
58320	2430
58416	2434
58488	2437
58512	2438
58536	2439
58608	2442
58632	2443
58728	2447
58776	2449
58848	2452
58896	2454
58968	2457
59040	2460
59088	2462
59184	2466
59232	2468
59280	2470
59328	2472
59352	2473
59448	2477
59472	2478
59496	2479
59544	2481
59568	2482
59640	2485
59736	2489
59760	2490
59832	2493
59928	2497
59976	2499
60048	2502
60120	2505
60192	2508
60240	2510
60336	2514
60360	2515
60384	2516
60408	2517
60504	2521
60576	2524
60600	2525
60672	2528
60696	2529
60792	2533
60840	2535
60864	2536
60936	2539
61032	2543
61056	2544
61104	2546
61128	2547
61152	2548
61200	2550
61296	2554
61392	2558
61488	2562
61536	2564
61560	2565
61608	2567
61680	2570
61728	2572
61776	2574
61872	2578
61968	2582
62040	2585
62088	2587
62136	2589
62232	2593
62304	2596
62328	2597
62424	2601
62448	2602
62544	2606
62592	2608
62616	2609
62688	2612
62760	2615
62784	2616
62856	2619
62928	2622
63024	2626
63072	2628
63168	2632
63240	2635
63288	2637
63336	2639
63384	2641
63432	2643
63456	2644
63528	2647
63552	2648
63600	2650
63648	2652
63696	2654
63768	2657
63864	2661
63888	2662
63984	2666
64056	2669
64104	2671
64200	2675
64296	2679
64320	2680
64416	2684
64440	2685
64464	2686
64560	2690
64632	2693
64656	2694
64704	2696
64800	2700
64824	2701
64848	2702
64944	2706
65040	2710
65064	2711
65136	2714
65184	2716
65280	2720
65352	2723
65448	2727
65520	2730
65616	2734
65712	2738
65784	2741
65856	2744
65880	2745
65952	2748
66000	2750
66096	2754
66168	2757
66264	2761
66360	2765
66432	2768
66480	2770
66528	2772
66624	2776
66648	2777
66744	2781
66768	2782
66792	2783
66816	2784
66912	2788
67008	2792
67032	2793
67080	2795
67128	2797
67200	2800
67248	2802
67320	2805
67416	2809
67488	2812
67512	2813
67584	2816
67656	2819
67752	2823
67824	2826
67848	2827
67896	2829
67968	2832
67992	2833
68016	2834
68088	2837
68160	2840
68184	2841
68256	2844
68304	2846
68376	2849
68400	2850
68448	2852
68520	2855
68544	2856
68640	2860
68688	2862
68760	2865
68832	2868
68880	2870
68928	2872
68952	2873
68976	2874
69000	2875
69096	2879
69168	2882
69216	2884
69288	2887
69312	2888
69360	2890
69384	2891
69480	2895
69552	2898
69624	2901
69696	2904
69792	2908
69888	2912
69984	2916
70032	2918
70104	2921
70200	2925
70272	2928
70368	2932
70440	2935
70488	2937
70584	2941
70680	2945
70776	2949
70824	2951
70896	2954
70992	2958
71064	2961
71088	2962
71112	2963
71160	2965
71232	2968
71256	2969
71328	2972
71424	2976
71448	2977
71544	2981
71568	2982
71616	2984
71688	2987
71760	2990
71832	2993
71904	2996
71976	2999
72000	3000
72024	3001
72048	3002
72096	3004
72144	3006
72192	3008
72240	3010
72288	3012
72336	3014
72384	3016
72408	3017
72480	3020
72576	3024
72672	3028
72720	3030
72792	3033
72816	3034
72864	3036
72960	3040
73008	3042
73080	3045
73176	3049
73248	3052
73296	3054
73392	3058
73416	3059
73488	3062
73536	3064
73560	3065
73632	3068
73680	3070
73776	3074
73848	3077
73920	3080
73968	3082
74064	3086
74136	3089
74160	3090
74208	3092
74280	3095
74304	3096
74328	3097
74424	3101
74472	3103
74496	3104
74568	3107
74664	3111
74688	3112
74712	3113
74760	3115
74856	3119
74880	3120
74976	3124
75024	3126
75096	3129
75120	3130
75168	3132
75216	3134
75264	3136
75312	3138
75408	3142
75504	3146
75552	3148
75600	3150
75696	3154
75792	3158
75888	3162
75936	3164
76008	3167
76056	3169
76104	3171
76176	3174
76200	3175
76224	3176
76248	3177
76272	3178
76344	3181
76416	3184
76464	3186
76488	3187
76536	3189
76632	3193
76704	3196
76728	3197
76776	3199
76848	3202
76872	3203
76920	3205
76968	3207
76992	3208
77088	3212
77112	3213
77208	3217
77280	3220
77352	3223
77448	3227
77472	3228
77520	3230
77616	3234
77688	3237
77712	3238
77760	3240
77832	3243
total length of valid: 156
number of valid quadruples: 17962
77904	3246
78000	3250
78048	3252
78144	3256
78216	3259
78288	3262
78384	3266
78456	3269
78504	3271
78576	3274
78600	3275
78624	3276
78696	3279
78744	3281
78768	3282
78840	3285
78888	3287
78912	3288
79008	3292
79080	3295
79152	3298
79176	3299
79248	3302
79344	3306
79392	3308
79488	3312
79584	3316
79632	3318
79728	3322
79776	3324
79872	3328
79944	3331
79968	3332
80016	3334
80064	3336
80112	3338
80184	3341
80256	3344
80328	3347
80424	3351
80448	3352
80544	3356
80568	3357
80640	3360
80712	3363
80808	3367
80880	3370
80976	3374
81024	3376
81120	3380
81144	3381
81216	3384
81288	3387
81360	3390
81456	3394
81480	3395
81552	3398
81624	3401
81696	3404
81744	3406
81840	3410
81864	3411
81936	3414
81984	3416
82008	3417
82104	3421
82128	3422
82200	3425
82296	3429
82368	3432
82392	3433
82488	3437
82512	3438
82536	3439
82560	3440
82632	3443
82704	3446
82776	3449
82824	3451
82848	3452
82896	3454
82920	3455
82992	3458
83088	3462
83136	3464
83232	3468
83256	3469
83328	3472
83424	3476
83520	3480
83568	3482
83616	3484
83664	3486
83760	3490
83832	3493
83928	3497
84024	3501
84048	3502
84120	3505
84216	3509
84240	3510
84312	3513
84384	3516
84432	3518
84504	3521
84552	3523
84624	3526
84720	3530
84744	3531
84768	3532
84840	3535
84864	3536
84960	3540
84984	3541
85032	3543
85080	3545
85152	3548
85200	3550
85272	3553
85296	3554
85344	3556
85440	3560
85488	3562
85512	3563
85584	3566
85632	3568
85728	3572
85752	3573
85848	3577
85944	3581
85992	3583
86016	3584
86040	3585
86064	3586
86160	3590
86184	3591
86208	3592
86304	3596
86400	3600
86448	3602
86544	3606
86640	3610
86664	3611
86760	3615
86784	3616
86880	3620
86952	3623
87048	3627
87120	3630
87192	3633
87216	3634
87288	3637
87336	3639
87360	3640
87408	3642
87504	3646
total length of test: 141
number of test quadruples: 17902
87600	3650
87648	3652
87744	3656
87792	3658
87864	3661
87888	3662
87984	3666
88080	3670
88128	3672
88176	3674
88272	3678
88320	3680
88416	3684
88464	3686
88488	3687
88512	3688
88608	3692
88680	3695
88752	3698
88776	3699
88800	3700
88848	3702
88920	3705
88992	3708
89040	3710
89112	3713
89184	3716
89256	3719
89352	3723
89448	3727
89520	3730
89592	3733
89616	3734
89712	3738
89760	3740
89832	3743
89928	3747
90024	3751
90072	3753
90096	3754
90192	3758
90264	3761
90312	3763
90384	3766
90408	3767
90456	3769
90552	3773
90600	3775
90648	3777
90696	3779
90744	3781
90792	3783
90816	3784
90888	3787
90912	3788
90960	3790
91032	3793
91080	3795
91152	3798
91248	3802
91296	3804
91392	3808
91488	3812
91584	3816
91680	3820
91752	3823
91800	3825
91896	3829
91992	3833
92040	3835
92088	3837
92160	3840
92256	3844
92352	3848
92376	3849
92472	3853
92520	3855
92568	3857
92592	3858
92688	3862
92736	3864
92832	3868
92904	3871
92928	3872
92952	3873
92976	3874
93024	3876
93072	3878
93120	3880
93168	3882
93192	3883
93288	3887
93360	3890
93432	3893
93504	3896
93528	3897
93600	3900
93648	3902
93744	3906
93792	3908
93840	3910
93936	3914
93984	3916
94032	3918
94104	3921
94152	3923
94224	3926
94296	3929
94392	3933
94416	3934
94488	3937
94560	3940
94632	3943
94680	3945
94728	3947
94824	3951
94920	3955
95016	3959
95064	3961
95136	3964
95160	3965
95208	3967
95280	3970
95376	3974
95400	3975
95448	3977
95472	3978
95496	3979
95592	3983
95688	3987
95760	3990
95832	3993
95880	3995
95976	3999
96024	4001
96048	4002
96144	4006
96216	4009
96312	4013
96336	4014
96384	4016
